(0-0)+0=0;(1*1)-1=1
(3-0)*(3*0)=0;(4*1)/(4/1)=1
(0*4)*(0*1)=0;(1/5)/(1/2)=1
(1+1)+(4+2)=8;(2-2)-(5-3)=9
2*(4*4)=32;3/(5/5)=43
(1+0)*(2-1)=1;(2-1)/(3*2)=2
(1+3)+(0-2)=2;(2-4)-(1*3)=3
(4*4)*(2+1)=48;(5/5)/(3-2)=59
(2+0)*(3*0)=0;(3-1)/(4/1)=1
(1-3)+(3-0)=1;(2*4)-(4*1)=2
(1*0)*(4-1)=0;(2/1)/(5*2)=1
(4*1)+(1-1)=4;(5/2)-(2*2)=5
(1+1)*(1*1)=2;(2-2)/(2/2)=3
(4*1)*(3-2)=4;(5/2)/(4*3)=5
(2*4)+(0*4)=8;(3/5)-(1/5)=9
4-(0*0)=4;5*(1/1)=5
(1-1)+(1*3)=3;(2*2)-(2/4)=4
(3-4)*(0-4)=4;(4*5)/(1*5)=5
(1*4)-(0*1)=4;(2/5)*(1/2)=5
(4-2)-(2-1)=1;(5*3)*(3*2)=2
(1-3)-(1-4)=1;(2*4)*(2*5)=2
3*(1*1)=3;4/(2/2)=4
(3+4)*(0+0)=0;(4-5)/(1-1)=1
(3-3)*(4+2)=0;(4*4)/(5-3)=1
(3*3)*(0*1)=0;(4/4)/(1/2)=1
(3-1)+(3+4)=9;(4*2)-(4-5)=0
(1+1)-(4*0)=2;(2-2)*(5/1)=3
(2+1)+(3+1)=7;(3-2)-(4-2)=8
(4*1)+(4-3)=5;(5/2)-(5*4)=6
(4*1)+(2-3)=3;(5/2)-(3*4)=4
(0-3)+(3+1)=1;(1*4)-(4-2)=2
(2*2)+(1-3)=2;(3/3)-(2*4)=3
(0+3)-(2+0)=1;(1-4)*(3-1)=2
(3+3)+(2+3)=11;(4-4)-(3-4)=22
(4-0)+1=5;(5*1)-2=6
(4-4)-(0+0)=0;(5*5)*(1-1)=1
(4-1)*(2+0)=6;(5*2)/(3-1)=7
(3+0)+(0+2)=5;(4-1)-(1-3)=6
(1+4)-(2-2)=5;(2-5)*(3*3)=6
(2*3)+(4*0)=6;(3/4)-(5/1)=7
(3-0)+(2*3)=9;(4*1)-(3/4)=0
(3-3)*(1-2)=0;(4*4)/(2*3)=1
(3-1)+(3-4)=1;(4*2)-(4*5)=2
(1+1)+(1*1)=3;(2-2)-(2/2)=4
(4-2)+(2*4)=10;(5*3)-(3/5)=21
(1-2)+1=0;(2*3)-2=1
(0*1)-(2-4)=2;(1/2)*(3*5)=3
(4*3)+(1-3)=10;(5/4)-(2*4)=21
(0+0)*(0-3)=0;(1-1)/(1*4)=1
(3-1)+(0+3)=5;(4*2)-(1-4)=6
(1+1)+(3*0)=2;(2-2)-(4/1)=3
(3+3)+(4-2)=8;(4-4)-(5*3)=9
(3+3)*(4-2)=12;(4-4)/(5*3)=23
(2+3)*(2*3)=30;(3-4)/(3/4)=41
(3+2)-(2*0)=5;(4-3)*(3/1)=6
4+(0*1)=4;5-(1/2)=5
(3+2)-(0-1)=6;(4-3)*(1*2)=7
(3-1)*(3*0)=0;(4*2)/(4/1)=1
2*(1+2)=6;3/(2-3)=7
(4*4)-(0+1)=15;(5/5)*(1-2)=26
(3-0)*(4*1)=12;(4*1)/(5/2)=23
(0*4)*(1-2)=0;(1/5)/(2*3)=1
(0*0)-(3-3)=0;(1/1)*(4*4)=1
(3-2)*(4-1)=3;(4*3)/(5*2)=4
(4*4)+(4*3)=28;(5/5)-(5/4)=39
(3-0)-(0-4)=7;(4*1)*(1*5)=8
(2*2)*(3-2)=4;(3/3)/(4*3)=5
(3*3)+(0-1)=8;(4/4)-(1*2)=9
(0+0)+(4*0)=0;(1-1)-(5/1)=1
(0-0)+(4*1)=4;(1*1)-(5/2)=5
(2+1)-(0*4)=3;(3-2)*(1/5)=4
(2*2)+(0*0)=4;(3/3)-(1/1)=5
(1+4)+(3*3)=14;(2-5)-(4/4)=25
(0-1)+(2*4)=7;(1*2)-(3/5)=8
(4+2)*(2+4)=36;(5-3)/(3-5)=47
(3*0)-(3-4)=1;(4/1)*(4*5)=2
(4-3)+(4+4)=9;(5*4)-(5-5)=0
4*(0+1)=4;5/(1-2)=5
(1+0)-(3-4)=2;(2-1)*(4*5)=3
(3-1)*(4+2)=12;(4*2)/(5-3)=23
(4*3)*3=36;(5/4)/4=47
(2*0)+(3*3)=9;(3/1)-(4/4)=0
(2*2)-(1*3)=1;(3/3)*(2/4)=2
(1-0)*(4*1)=4;(2*1)/(5/2)=5
(3+1)+(0*4)=4;(4-2)-(1/5)=5
(2-2)+(0*4)=0;(3*3)-(1/5)=1
(3+2)+(3+1)=9;(4-3)-(4-2)=0
(3+3)*(4+3)=42;(4-4)/(5-4)=53
(4+1)-(4-0)=1;(5-2)*(5*1)=2
(1+2)*(0+2)=6;(2-3)/(1-3)=7
(2+1)+(3-3)=3;(3-2)-(4*4)=4
(1*3)+(1+2)=6;(2/4)-(2-3)=7
(2-1)*(4*0)=0;(3*2)/(5/1)=1
(3+1)-(3*1)=1;(4-2)*(4/2)=2
(0+0)*(0+3)=0;(1-1)/(1-4)=1
(0+4)*(0+4)=16;(1-5)/(1-5)=27
(4+0)*(0-0)=0;(5-1)/(1*1)=1
(4*4)-(0-0)=16;(5/5)*(1*1)=27
0-(0-1)=1;1*(1*2)=2
0*(0-0)=0;1/(1*1)=1
(0*2)+1=1;(1/3)-2=2
(4+3)+(4*3)=19;(5-4)-(5/4)=20
(0*1)-(0-3)=3;(1/2)*(1*4)=4
(1-0)-(3-3)=1;(2*1)*(4*4)=2
(4+3)-(0*2)=7;(5-4)*(1/3)=8
(4*3)-(1-2)=13;(5/4)*(2*3)=24
(3-1)*(3-3)=0;(4*2)/(4*4)=1
(1*3)-(0*0)=3;(2/4)*(1/1)=4
(2-1)*0=0;(3*2)/1=1
(0+0)-(4*0)=0;(1-1)*(5/1)=1
(0*1)*(3*1)=0;(1/2)/(4/2)=1
(3-4)*(0*1)=0;(4*5)/(1/2)=1
(2+2)*(2+2)=16;(3-3)/(3-3)=27
(4-2)+(4-3)=3;(5*3)-(5*4)=4
(3*3)-4=5;(4/4)*5=6
(1-4)+(3*1)=0;(2*5)-(4/2)=1
2+(3*3)=11;3-(4/4)=22
(2*1)*(2*4)=16;(3/2)/(3/5)=27
(1+3)+(0-0)=4;(2-4)-(1*1)=5
(3*4)-(2*2)=8;(4/5)*(3/3)=9
(3*0)+(3*4)=12;(4/1)-(4/5)=23
(1-3)*(0*3)=0;(2*4)/(1/4)=1
(0+0)+(2-1)=1;(1-1)-(3*2)=2
(0+4)-(0-0)=4;(1-5)*(1*1)=5
(4+2)*(2-1)=6;(5-3)/(3*2)=7
2-(2*0)=2;3*(3/1)=3
(4-3)*3=3;(5*4)/4=4
(4+3)+3=10;(5-4)-4=21
(2+4)-(3+0)=3;(3-5)*(4-1)=4
(1*2)-(1*2)=0;(2/3)*(2/3)=1
(4+4)+(2-2)=8;(5-5)-(3*3)=9
(4*0)*(1-1)=0;(5/1)/(2*2)=1
(3-2)+(3+0)=4;(4*3)-(4-1)=5
(4-2)+(4*4)=18;(5*3)-(5/5)=29
(2-1)*(4+1)=5;(3*2)/(5-2)=6
(0+1)+(3*4)=13;(1-2)-(4/5)=24
1+(4*3)=13;2-(5/4)=24
(1*0)+(2*0)=0;(2/1)-(3/1)=1
2-0=2;3*1=3
(4-1)*(2+3)=15;(5*2)/(3-4)=26
(2+0)+4=6;(3-1)-5=7
(1*2)-(3-2)=1;(2/3)*(4*3)=2
(0-0)+(0+0)=0;(1*1)-(1-1)=1
(3-4)+(3*4)=11;(4*5)-(4/5)=22
(3+1)-1=3;(4-2)*2=4
(2+3)-(4*0)=5;(3-4)*(5/1)=6
(0*1)+0=0;(1/2)-1=1
(1*0)*(3-0)=0;(2/1)/(4*1)=1
(1+3)+(1-3)=2;(2-4)-(2*4)=3
(1*3)+(1-3)=1;(2/4)-(2*4)=2
(3*1)+(2-1)=4;(4/2)-(3*2)=5
(3*2)+(2-2)=6;(4/3)-(3*3)=7
(0*4)+(1-1)=0;(1/5)-(2*2)=1
(0*2)+(4-1)=3;(1/3)-(5*2)=4
(3+0)+(1+4)=8;(4-1)-(2-5)=9
(4+3)*(4-0)=28;(5-4)/(5*1)=39
(3-2)+(2*0)=1;(4*3)-(3/1)=2
(3+2)+(2+4)=11;(4-3)-(3-5)=22
(3*0)+(4+0)=4;(4/1)-(5-1)=5
(0*3)+(1+2)=3;(1/4)-(2-3)=4
(2*0)*(1*2)=0;(3/1)/(2/3)=1
(3-2)+(4*0)=1;(4*3)-(5/1)=2
(3+1)+(1+4)=9;(4-2)-(2-5)=0
(4*1)+(2*2)=8;(5/2)-(3/3)=9
(4-4)-(1-3)=2;(5*5)*(2*4)=3
(3+0)-(3-4)=4;(4-1)*(4*5)=5
(0+4)+(4+2)=10;(1-5)-(5-3)=21
(1*3)*(1+4)=15;(2/4)/(2-5)=26
(4*4)-(2+2)=12;(5/5)*(3-3)=23
(2*2)-(0*3)=4;(3/3)*(1/4)=5
(1*3)-(0-1)=4;(2/4)*(1*2)=5
(3*4)+(4*1)=16;(4/5)-(5/2)=27
(2*1)+(0+3)=5;(3/2)-(1-4)=6
(4-0)+(2*3)=10;(5*1)-(3/4)=21
4*(2-0)=8;5/(3*1)=9
(3+2)+(1-0)=6;(4-3)-(2*1)=7
(0+1)*(1*3)=3;(1-2)/(2/4)=4
(0+0)*(0*1)=0;(1-1)/(1/2)=1
(1+1)*(4*2)=16;(2-2)/(5/3)=27
(3*4)+(0+4)=16;(4/5)-(1-5)=27
(3+1)*(0-0)=0;(4-2)/(1*1)=1
(0*2)-(0*0)=0;(1/3)*(1/1)=1
(4*0)*(0-1)=0;(5/1)/(1*2)=1
(0-0)+(0+1)=1;(1*1)-(1-2)=2
(4+4)+2=10;(5-5)-3=21
(1+1)-0=2;(2-2)*1=3
(1*4)-(1-3)=6;(2/5)*(2*4)=7
(1-0)*(2+0)=2;(2*1)/(3-1)=3
(2-4)*(0-2)=4;(3*5)/(1*3)=5
(3-2)*(3-0)=3;(4*3)/(4*1)=4
(0*1)*(0-4)=0;(1/2)/(1*5)=1
(1+2)*(1+2)=9;(2-3)/(2-3)=0
(1+2)*(3+1)=12;(2-3)/(4-2)=23
(3+0)-(3*0)=3;(4-1)*(4/1)=4
(0*0)*(3+3)=0;(1/1)/(4-4)=1
(2+0)*(0+0)=0;(3-1)/(1-1)=1
(1+3)*(3+0)=12;(2-4)/(4-1)=23
(3-3)*(4+0)=0;(4*4)/(5-1)=1
(0+1)*(4+1)=5;(1-2)/(5-2)=6
(4-1)-(0*2)=3;(5*2)*(1/3)=4
(1+4)*2=10;(2-5)/3=21
(1+2)*(4+4)=24;(2-3)/(5-5)=35
(0-0)+(0*0)=0;(1*1)-(1/1)=1
(0*3)-(1-2)=1;(1/4)*(2*3)=2
(0*0)+(3+2)=5;(1/1)-(4-3)=6
(4+2)+(2-0)=8;(5-3)-(3*1)=9
(4+3)+(4*4)=23;(5-4)-(5/5)=34
(0+3)+(0*2)=3;(1-4)-(1/3)=4
4*(4*2)=32;5/(5/3)=43
(2*1)+(3-3)=2;(3/2)-(4*4)=3
(4+3)-(2-1)=6;(5-4)*(3*2)=7
(1+1)*4=8;(2-2)/5=9
(4+1)+(0*2)=5;(5-2)-(1/3)=6
(2*2)*(4*3)=48;(3/3)/(5/4)=59
(4+1)+(0-4)=1;(5-2)-(1*5)=2
3*(4+2)=18;4/(5-3)=29
(1*1)*(0*1)=0;(2/2)/(1/2)=1
(2+4)-(3*0)=6;(3-5)*(4/1)=7
(1-3)*(0*0)=0;(2*4)/(1/1)=1
(0+2)*0=0;(1-3)/1=1
(1+3)*(2*3)=24;(2-4)/(3/4)=35
(3*3)+(4*1)=13;(4/4)-(5/2)=24
(3*3)+(3+3)=15;(4/4)-(4-4)=26
(3-0)*(1+0)=3;(4*1)/(2-1)=4
(4+0)-2=2;(5-1)*3=3
(4+0)*(2*2)=16;(5-1)/(3/3)=27
(0*0)*(4*2)=0;(1/1)/(5/3)=1
(2-0)+(3*0)=2;(3*1)-(4/1)=3
(2+0)*(2+3)=10;(3-1)/(3-4)=21
(1*4)-(0*3)=4;(2/5)*(1/4)=5
(4-1)*(3*0)=0;(5*2)/(4/1)=1
(4+4)-(4+2)=2;(5-5)*(5-3)=3
(4*2)+(3-2)=9;(5/3)-(4*3)=0
(0*4)*(4+2)=0;(1/5)/(5-3)=1
(2*0)*(1*0)=0;(3/1)/(2/1)=1
(4-2)*(0+4)=8;(5*3)/(1-5)=9
(0+4)*(3-3)=0;(1-5)/(4*4)=1
(0-1)+(2*2)=3;(1*2)-(3/3)=4
(1*3)-(4-1)=0;(2/4)*(5*2)=1
(1*2)*(1*2)=4;(2/3)/(2/3)=5
(4+4)+(4-3)=9;(5-5)-(5*4)=0
(2-2)+(4*3)=12;(3*3)-(5/4)=23
(4-3)+(1+1)=3;(5*4)-(2-2)=4
(2+3)-(2-1)=4;(3-4)*(3*2)=5
(4+1)-(4-3)=4;(5-2)*(5*4)=5
(1*3)+(4+2)=9;(2/4)-(5-3)=0
(3+4)*(4*1)=28;(4-5)/(5/2)=39
(4+0)*(3-1)=8;(5-1)/(4*2)=9
(0+0)+(0*4)=0;(1-1)-(1/5)=1
(4-1)-(2-3)=4;(5*2)*(3*4)=5
(2+1)-(0-3)=6;(3-2)*(1*4)=7
(4+0)-(0-0)=4;(5-1)*(1*1)=5
(1-0)*(4+1)=5;(2*1)/(5-2)=6
(4+1)*(1+3)=20;(5-2)/(2-4)=31
4-(4-0)=0;5*(5*1)=1
(1-2)+(1+2)=2;(2*3)-(2-3)=3
(4*2)*(2+2)=32;(5/3)/(3-3)=43
(1*1)*(1*4)=4;(2/2)/(2/5)=5
(0+1)*(0+3)=3;(1-2)/(1-4)=4
3*(1-1)=0;4/(2*2)=1
(1+1)*(2+4)=12;(2-2)/(3-5)=23
(0+1)-(2-2)=1;(1-2)*(3*3)=2
(1-0)*(2+1)=3;(2*1)/(3-2)=4
(3+1)-(0-2)=6;(4-2)*(1*3)=7
(0+0)+(1*1)=1;(1-1)-(2/2)=2
(4-0)-(2*0)=4;(5*1)*(3/1)=5
(3*3)*(1+0)=9;(4/4)/(2-1)=0
(0*1)*(4+2)=0;(1/2)/(5-3)=1
(0-3)*(1-4)=9;(1*4)/(2*5)=0
(2+1)+(1-3)=1;(3-2)-(2*4)=2
(4-0)*(3*3)=36;(5*1)/(4/4)=47
(2-1)+(1+1)=3;(3*2)-(2-2)=4
(0+4)*(3-0)=12;(1-5)/(4*1)=23
(2*4)*2=16;(3/5)/3=27
(0-3)*(0*2)=0;(1*4)/(1/3)=1
(0*0)*(1-2)=0;(1/1)/(2*3)=1
(1+0)+(4-0)=5;(2-1)-(5*1)=6
(3-1)+(1+4)=7;(4*2)-(2-5)=8
(4+4)+(1*2)=10;(5-5)-(2/3)=21
(1-0)+(1+1)=3;(2*1)-(2-2)=4
(4-4)-(3-4)=1;(5*5)*(4*5)=2
1+(1*2)=3;2-(2/3)=4
(1*4)+(4+3)=11;(2/5)-(5-4)=22
(3-1)+(4*3)=14;(4*2)-(5/4)=25
(2+2)-(1+1)=2;(3-3)*(2-2)=3
(4+0)-(1*1)=3;(5-1)*(2/2)=4
(1+4)-(0-3)=8;(2-5)*(1*4)=9
(4+0)*(4+0)=16;(5-1)/(5-1)=27
(2*3)*(1*3)=18;(3/4)/(2/4)=29
(3*0)*(4*4)=0;(4/1)/(5/5)=1
(0-0)+(2+1)=3;(1*1)-(3-2)=4
(3+4)*(4*2)=56;(4-5)/(5/3)=67
(4*1)*(0*1)=0;(5/2)/(1/2)=1
(3-3)*(4-4)=0;(4*4)/(5*5)=1
(3-2)+(1+2)=4;(4*3)-(2-3)=5
(4-3)+0=1;(5*4)-1=2
(3+1)*(3+0)=12;(4-2)/(4-1)=23
(1*0)*(3*3)=0;(2/1)/(4/4)=1
(1-0)+4=5;(2*1)-5=6
(2+0)+(4+3)=9;(3-1)-(5-4)=0
(3+4)*(1-0)=7;(4-5)/(2*1)=8
(2*0)*(2-1)=0;(3/1)/(3*2)=1
(3+1)+(0*2)=4;(4-2)-(1/3)=5
(3+1)+(1-3)=2;(4-2)-(2*4)=3
(3+4)-(3+0)=4;(4-5)*(4-1)=5
(0*1)+(2-2)=0;(1/2)-(3*3)=1
(0*1)+(4+4)=8;(1/2)-(5-5)=9
(1*0)+(3-1)=2;(2/1)-(4*2)=3
(0*2)+(2*1)=2;(1/3)-(3/2)=3
(4*1)+(0-2)=2;(5/2)-(1*3)=3
2-(0-0)=2;3*(1*1)=3
(0+1)*(4-2)=2;(1-2)/(5*3)=3
(1-1)+(1*1)=1;(2*2)-(2/2)=2
(0-0)*(1-0)=0;(1*1)/(2*1)=1
(4*0)*(0-3)=0;(5/1)/(1*4)=1
(2+3)+(1-1)=5;(3-4)-(2*2)=6
(3+3)-(1+2)=3;(4-4)*(2-3)=4
(0*2)*(3*2)=0;(1/3)/(4/3)=1
(4*4)-(3*4)=4;(5/5)*(4/5)=5
(3*0)-(4-4)=0;(4/1)*(5*5)=1
(4+4)+(3+1)=12;(5-5)-(4-2)=23
(0+0)*(4*1)=0;(1-1)/(5/2)=1
(2*2)-(2+0)=2;(3/3)*(3-1)=3
(2*1)-(3-2)=1;(3/2)*(4*3)=2
(3*2)*(0+2)=12;(4/3)/(1-3)=23
(0+3)*(3+4)=21;(1-4)/(4-5)=32
(2-1)*(0+0)=0;(3*2)/(1-1)=1
(4-3)-(2-3)=2;(5*4)*(3*4)=3
(4-1)+0=3;(5*2)-1=4
(0-2)+2=0;(1*3)-3=1
(3-1)+(0+1)=3;(4*2)-(1-2)=4
(2*4)+(2-0)=10;(3/5)-(3*1)=21
(0-4)*(2*0)=0;(1*5)/(3/1)=1
(2-3)+(3+3)=5;(3*4)-(4-4)=6
2*(1-0)=2;3/(2*1)=3
(3+1)*(4+3)=28;(4-2)/(5-4)=39
(1+0)*(0+2)=2;(2-1)/(1-3)=3
(1+1)+(0*3)=2;(2-2)-(1/4)=3
(1-1)+(4*1)=4;(2*2)-(5/2)=5
(2-0)-(1*0)=2;(3*1)*(2/1)=3
(4*2)-0=8;(5/3)*1=9
(1-4)+(3*4)=9;(2*5)-(4/5)=0
(1+2)*(3+0)=9;(2-3)/(4-1)=0
(2-0)*(0+1)=2;(3*1)/(1-2)=3
(0-1)+(4*2)=7;(1*2)-(5/3)=8
(2*4)+(1*1)=9;(3/5)-(2/2)=0
(0*2)*(1+1)=0;(1/3)/(2-2)=1
(3+4)+(1*3)=10;(4-5)-(2/4)=21
(2+3)+(0+0)=5;(3-4)-(1-1)=6
(3-1)+(3*1)=5;(4*2)-(4/2)=6
(3*3)*(1+1)=18;(4/4)/(2-2)=29
(1+1)*(3-1)=4;(2-2)/(4*2)=5
(1+4)*4=20;(2-5)/5=31
3*(1+2)=9;4/(2-3)=0
(1*4)+(3+3)=10;(2/5)-(4-4)=21
(0-0)+(0*4)=0;(1*1)-(1/5)=1
(0*3)*(0+3)=0;(1/4)/(1-4)=1
(3+0)+(1+0)=4;(4-1)-(2-1)=5
2+(3-2)=3;3-(4*3)=4
(1+0)*(2+3)=5;(2-1)/(3-4)=6
(4-2)-(1-1)=2;(5*3)*(2*2)=3
(4+3)*(3-2)=7;(5-4)/(4*3)=8
(4+2)-(2-1)=5;(5-3)*(3*2)=6
(4+1)*(2*4)=40;(5-2)/(3/5)=51
(3*3)*(2*1)=18;(4/4)/(3/2)=29
(0-3)+(4*1)=1;(1*4)-(5/2)=2
(1*2)+(4-2)=4;(2/3)-(5*3)=5
2-1=1;3*2=2
(1+2)+(3-3)=3;(2-3)-(4*4)=4
(2+0)*(1*4)=8;(3-1)/(2/5)=9
(0+3)-(1+1)=1;(1-4)*(2-2)=2
(1+4)+(4*1)=9;(2-5)-(5/2)=0
(4-0)+(3-3)=4;(5*1)-(4*4)=5
(4-1)*(4*0)=0;(5*2)/(5/1)=1
(0*1)*(3*2)=0;(1/2)/(4/3)=1
(1-4)*(4*0)=0;(2*5)/(5/1)=1
(1+2)*(0*1)=0;(2-3)/(1/2)=1
1+(4+3)=8;2-(5-4)=9
(1+4)+(3+2)=10;(2-5)-(4-3)=21
(0-0)+(3-1)=2;(1*1)-(4*2)=3
(4*3)-(0*1)=12;(5/4)*(1/2)=23
(0*1)*(2*2)=0;(1/2)/(3/3)=1
(0*2)+(1+3)=4;(1/3)-(2-4)=5
(0+0)*(4+4)=0;(1-1)/(5-5)=1
(2+0)+(0-2)=0;(3-1)-(1*3)=1
(1-1)+(3*4)=12;(2*2)-(4/5)=23
4+(1*1)=5;5-(2/2)=6
(4*3)*(2*2)=48;(5/4)/(3/3)=59
(1+4)*(2-1)=5;(2-5)/(3*2)=6
(3+1)*1=4;(4-2)/2=5
(4*4)-0=16;(5/5)*1=27
(2+1)*(3*4)=36;(3-2)/(4/5)=47
(0+3)*(0+0)=0;(1-4)/(1-1)=1
(3+3)*(2*3)=36;(4-4)/(3/4)=47
(0+2)+(3+4)=9;(1-3)-(4-5)=0
(2-2)+(1*0)=0;(3*3)-(2/1)=1
(4-1)*1=3;(5*2)/2=4
(2+1)-2=1;(3-2)*3=2
(3*3)*(4*4)=144;(4/4)/(5/5)=255
(3+4)*(4+1)=35;(4-5)/(5-2)=46
(0+2)-(3*0)=2;(1-3)*(4/1)=3
(2*2)*(4-3)=4;(3/3)/(5*4)=5
(0*3)-(1*0)=0;(1/4)*(2/1)=1
(4*1)-(0*2)=4;(5/2)*(1/3)=5
1+(0-1)=0;2-(1*2)=1
(0+1)*(0+2)=2;(1-2)/(1-3)=3
(3*3)+(1-4)=6;(4/4)-(2*5)=7
4*(2-1)=4;5/(3*2)=5
(1*0)*(1-2)=0;(2/1)/(2*3)=1
(0+4)+(1+0)=5;(1-5)-(2-1)=6
(2*1)+(4-1)=5;(3/2)-(5*2)=6
(3-3)+(0-0)=0;(4*4)-(1*1)=1
(0-0)-(0-0)=0;(1*1)*(1*1)=1
(4+4)-(0-0)=8;(5-5)*(1*1)=9
(3*4)-(3*2)=6;(4/5)*(4/3)=7
(4*2)*(4+2)=48;(5/3)/(5-3)=59
(1*2)+(1*3)=5;(2/3)-(2/4)=6
(2-0)*(1-0)=2;(3*1)/(2*1)=3
(4+0)*(4*1)=16;(5-1)/(5/2)=27
(3+4)-(2+4)=1;(4-5)*(3-5)=2
(0*2)+(3*3)=9;(1/3)-(4/4)=0
(1*2)-(2-2)=2;(2/3)*(3*3)=3
(1-4)+(3+2)=2;(2*5)-(4-3)=3
(3-0)+(1*1)=4;(4*1)-(2/2)=5
(2+1)*(4-4)=0;(3-2)/(5*5)=1
(2*0)*(3+4)=0;(3/1)/(4-5)=1
(4+1)-(2*2)=1;(5-2)*(3/3)=2
(2*2)+(0*3)=4;(3/3)-(1/4)=5
(0-2)+(1+4)=3;(1*3)-(2-5)=4
(1*3)*(2*4)=24;(2/4)/(3/5)=35
(1+2)*(4-1)=9;(2-3)/(5*2)=0
(3-2)-(3-2)=0;(4*3)*(4*3)=1
(2*1)*(1+2)=6;(3/2)/(2-3)=7
(0*3)*(0-1)=0;(1/4)/(1*2)=1
(3*3)+(0+1)=10;(4/4)-(1-2)=21
(0-3)+(4+3)=4;(1*4)-(5-4)=5
(1*4)+(4+2)=10;(2/5)-(5-3)=21
(3-2)+(4-1)=4;(4*3)-(5*2)=5
(1+4)*(4*4)=80;(2-5)/(5/5)=91
(0*4)+(3+2)=5;(1/5)-(4-3)=6
(0+1)+(2+3)=6;(1-2)-(3-4)=7
(3*4)*(3-3)=0;(4/5)/(4*4)=1
(3-4)+(1+1)=1;(4*5)-(2-2)=2
(4*1)*(3+0)=12;(5/2)/(4-1)=23
(0*4)*(0+3)=0;(1/5)/(1-4)=1
(2+2)+(0+1)=5;(3-3)-(1-2)=6
(1+3)*(2-0)=8;(2-4)/(3*1)=9
(3+1)+(3*0)=4;(4-2)-(4/1)=5
(2*1)*(1*1)=2;(3/2)/(2/2)=3
(3+4)*(3-1)=14;(4-5)/(4*2)=25
(1+2)+(4-3)=4;(2-3)-(5*4)=5
(0*2)+(2-0)=2;(1/3)-(3*1)=3
(4*1)-(2*1)=2;(5/2)*(3/2)=3
(1-1)*(4-0)=0;(2*2)/(5*1)=1
(2+1)-0=3;(3-2)*1=4
(4*4)+(4-0)=20;(5/5)-(5*1)=31
(2+2)-(0*2)=4;(3-3)*(1/3)=5
(0-3)+(4-0)=1;(1*4)-(5*1)=2
(4*3)+(1-4)=9;(5/4)-(2*5)=0
4+(4-0)=8;5-(5*1)=9
(0*0)*(0-3)=0;(1/1)/(1*4)=1
(0-3)*(0+0)=0;(1*4)/(1-1)=1
(0+1)+(2*3)=7;(1-2)-(3/4)=8
(3-3)+(1-0)=1;(4*4)-(2*1)=2
(2+2)*2=8;(3-3)/3=9
(3+2)-(4+1)=0;(4-3)*(5-2)=1
(2-1)*(1+0)=1;(3*2)/(2-1)=2
(4-4)+(3*1)=3;(5*5)-(4/2)=4
(3-0)*(2*3)=18;(4*1)/(3/4)=29
(3*0)*(0+2)=0;(4/1)/(1-3)=1
(2-1)+(4-3)=2;(3*2)-(5*4)=3
(0*0)+(4*4)=16;(1/1)-(5/5)=27
(1+1)+(1-2)=1;(2-2)-(2*3)=2
(3+4)+(1+0)=8;(4-5)-(2-1)=9
(1*2)*(4+0)=8;(2/3)/(5-1)=9
(2+2)*(1+2)=12;(3-3)/(2-3)=23
(3+2)+(0-1)=4;(4-3)-(1*2)=5
(3*3)-(3*0)=9;(4/4)*(4/1)=0
(1+4)*(0+4)=20;(2-5)/(1-5)=31
(4+3)+(1+1)=9;(5-4)-(2-2)=0
(3+0)-(2-4)=5;(4-1)*(3*5)=6
(1*2)+(4*2)=10;(2/3)-(5/3)=21
(2-0)+(2*2)=6;(3*1)-(3/3)=7
(2-0)-(1*1)=1;(3*1)*(2/2)=2
(2-1)-(1*0)=1;(3*2)*(2/1)=2
(3*0)+(3*3)=9;(4/1)-(4/4)=0
(2-0)+(0+1)=3;(3*1)-(1-2)=4
(4*1)-(0-3)=7;(5/2)*(1*4)=8
(1-0)+(0+0)=1;(2*1)-(1-1)=2
(1+4)*(4*1)=20;(2-5)/(5/2)=31
(2*1)-(4*0)=2;(3/2)*(5/1)=3
(4*3)+(4+4)=20;(5/4)-(5-5)=31
(3+0)*(1*1)=3;(4-1)/(2/2)=4
(4*3)+(0-2)=10;(5/4)-(1*3)=21
(1+2)+(2+3)=8;(2-3)-(3-4)=9
(4*2)-(1*0)=8;(5/3)*(2/1)=9
(2+4)*(2*3)=36;(3-5)/(3/4)=47
(2+4)*(0-0)=0;(3-5)/(1*1)=1
(3+1)*(1*2)=8;(4-2)/(2/3)=9
(0+0)*(0*0)=0;(1-1)/(1/1)=1
(1-0)-(0-2)=3;(2*1)*(1*3)=4
(0*4)+(2*4)=8;(1/5)-(3/5)=9
(4-2)+(3+4)=9;(5*3)-(4-5)=0
(4+4)-(0-1)=9;(5-5)*(1*2)=0
(1+4)+(2+3)=10;(2-5)-(3-4)=21
(4*0)*(3*4)=0;(5/1)/(4/5)=1
1+(1*1)=2;2-(2/2)=3
(3+0)*2=6;(4-1)/3=7
(2+1)+(0+1)=4;(3-2)-(1-2)=5
(2+0)+(0-0)=2;(3-1)-(1*1)=3
(3+3)+(4-3)=7;(4-4)-(5*4)=8
3+(4-2)=5;4-(5*3)=6
(1+1)-(4-2)=0;(2-2)*(5*3)=1
(0-0)+(3-0)=3;(1*1)-(4*1)=4
(1*4)-0=4;(2/5)*1=5
(2*0)*(0-1)=0;(3/1)/(1*2)=1
(2+3)*(3+4)=35;(3-4)/(4-5)=46
3-(3-3)=3;4*(4*4)=4
3+(0-0)=3;4-(1*1)=4
